Store,Date,fcst_revenue,WEEk
S0136,10/10/2019,24.86,41
S0136,10/11/2019,31.38,41
S0136,10/12/2019,12,41
S0136,10/13/2019,11,42
S0136,10/14/2019,30.59,42
S0136,10/15/2019,30.21,42
S0136,10/16/2019,28.35,42
S0136,10/17/2019,24.86,42
S0136,10/18/2019,31.38,42
S0136,10/19/2019,49.24,42
S0141,10/1/2019,65,40
S0141,10/2/2019,61,40
S0141,10/3/2019,62,40
S0141,10/4/2019,64,40
S0141,10/5/2019,38,40
S0141,10/6/2019,32,41
S0141,10/7/2019,62,41
S0141,10/8/2019,70,41
S0141,10/9/2019,62,41
S0141,10/10/2019,69,41
S0141,10/11/2019,62,41
S0141,10/12/2019,33,41
S0141,10/13/2019,33,42
S0141,10/14/2019,54,42
S0141,10/15/2019,54,42
S0141,10/16/2019,54,42
S0141,10/17/2019,61,42
S0141,10/18/2019,54,42
S0141,10/19/2019,54,42
S0141,10/20/2019,54,43
S0141,10/21/2019,56,43
S0141,10/22/2019,56,43
S0141,10/23/2019,56,43
S0141,10/24/2019,62,43
S0141,10/25/2019,56,43
S0141,10/26/2019,56,43
S0141,10/27/2019,56,44
S0141,10/28/2019,56,44
S0141,10/29/2019,56,44
S0141,10/30/2019,56,44
S0141,10/31/2019,63,44
S0142,10/1/2019,276,40
S0142,10/2/2019,267,40
S0142,10/3/2019,261,40
S0142,10/4/2019,267,40
S0142,10/5/2019,274,40
S0142,10/6/2019,302,41
S0142,10/7/2019,282,41
S0142,10/8/2019,271,41
S0142,10/9/2019,282,41
S0142,10/10/2019,275,41
S0142,10/11/2019,282,41
S0142,10/12/2019,299,41
S0142,10/13/2019,299,42
S0142,10/14/2019,302,42
S0142,10/15/2019,303,42
S0142,10/16/2019,303,42
S0142,10/17/2019,296,42
S0142,10/18/2019,303,42
S0142,10/19/2019,303,42
S0142,10/20/2019,303,43
S0142,10/21/2019,316,43
S0142,10/22/2019,316,43
S0142,10/23/2019,316,43
S0142,10/24/2019,309,43
S0142,10/25/2019,316,43
S0142,10/26/2019,316,43
S0142,10/27/2019,316,44
S0142,10/28/2019,268,44
S0142,10/29/2019,268,44
S0142,10/30/2019,268,44
S0142,10/31/2019,261,44
S0143,10/1/2019,93,40
S0143,10/2/2019,94,40
S0143,10/3/2019,92,40
S0143,10/4/2019,95,40
S0143,10/5/2019,116,40
S0143,10/6/2019,109,41
S0143,10/7/2019,93,41
S0143,10/8/2019,91,41
S0143,10/9/2019,93,41
S0143,10/10/2019,90,41
S0143,10/11/2019,92,41
S0143,10/12/2019,108,41
S0143,10/13/2019,108,42
S0143,10/14/2019,95,42
S0143,10/15/2019,95,42
S0143,10/16/2019,95,42
S0143,10/17/2019,92,42
S0143,10/18/2019,95,42
S0143,10/19/2019,95,42
S0143,10/20/2019,95,43
S0143,10/21/2019,93,43
S0143,10/22/2019,93,43
S0143,10/23/2019,93,43
S0143,10/24/2019,90,43
S0143,10/25/2019,93,43
S0143,10/26/2019,93,43
S0143,10/27/2019,93,44
S0143,10/28/2019,93,44
S0143,10/29/2019,93,44
S0143,10/30/2019,92,44
S0143,10/31/2019,89,44
